CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS
U01100RJ2017PTC058013,DMT BIO TECHNOLOGIES INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,16-05-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","G-1/13 L.I.C. FLAT, SECTOR-2, VIDHYADHAR NAGAR, JAIPUR , Jaipur Unclassified RJ 302023",RoC-Jaipur,arvindjn1003@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058030,G.K. AGRISEEDS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-05-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","T-4, III FLOOR, SUBH LAXMI TOWER, P.NO. B-4, CENTRAL SPINE, VIDHYADHAR NAG JAIPUR , Jaipur Unclassified RJ 302023",RoC-Jaipur,gkseeds2@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058121,FLORA AGROHERBS INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-05-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","10, BALAJI VIHAR 18, WARD NO. 1 MACHADA, BYPASS ROAD JAIPUR , Jaipur Unclassified RJ 302013",RoC-Jaipur,shaktiagrotech9@gmail.com,31-03-19,31-03-19
U01100RJ2017PTC058146,SHREE JADON AGRI BIO TECHNOLOGIESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-05-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE KENTHARI TEHSIL-SAIPAU DHOLPUR , Dholpur Unclassified RJ 328027",RoC-Jaipur,rajkumarjadon@rediffmail.com,NA,NA
U01100RJ2017PTC058205,VEERESH MULTIPURPOSE FARMER PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-06-17,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","243-A, STADIUM NAGAR NEAR ADARSH SCHOOL BHARATPUR , Bharatpur Unclassified RJ 321301",RoC-Jaipur,vkgsansthanbtp@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058302,KOTA BIO PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,13-06-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","HARIPURA MANJHI- KANWAS, TEHSIL SANGOD, KOTA , Kota Unclassified RJ 325203",RoC-Jaipur,rammalav143@gmail.com,31-03-18,31-03-18
U01100RJ2017PTC058411,MOKHAMPURA KRISHAK PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,25-06-17,Rajasthan,2500000,2032000,1100,"Agriculture, hunting and related service activities","PLOT NO. 21 & 22, CHOUDHARY BHOORARAM NAGAR, VILLAGE MOKHAMPURA, TEHSIL MOUZAMABAD, JAIPUR , Jaipur Unclassified RJ 303008",RoC-Jaipur,goramukesh.gm@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058465,SADHGUN ORGANICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","Flat no. 101 1st floor, Shiva, Enclave P.No. 565 Udai Marg, Raja Park Jaipur , Jaipur Unclassified RJ 302004",RoC-Jaipur,sadhgunorganics@gmail.com,31-03-19,31-03-19
U01100RJ2017PTC058505,SODAWAS KISAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-07-17,Rajasthan,1000000,599000,1100,"Agriculture, hunting and related service activities","VILLAGE SODAWAS TEHSIL MUNDAWAR ALWAR , Alwar Unclassified RJ 301427",RoC-Jaipur,sodawasfpo@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058529,ARENA ORGANICA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-07-17,Rajasthan,1000000,1000000,1100,"Agriculture, hunting and related service activities","BHAGWAN DAS VIVAH BHAWAN KE SAMNE, BALAJI MANDIR KI GALI, PALWAS ROAD, SIKAR , Sikar Unclassified RJ 332001",RoC-Jaipur,pawansikar900@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058672,JAISHREE BIOPLANTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-07-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","3-B-17, NEAR SBI HIRAN MAGRI MAIN ROAD, SECTOR-5 Udaipur , Udaipur Unclassified RJ 313001",RoC-Jaipur,cadeeptiasawa@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058696,DHUN NATURALS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-07-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C-10/1, Hanuman Nagar, Vaishali Nagar, Jaipur , Jaipur Unclassified RJ 302021",RoC-Jaipur,dhunnaturalspvtltd@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058776,TRIVENI SANGAM KISAN AGRO PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-08-17,Rajasthan,500000,284100,1100,"Agriculture, hunting and related service activities","NARDEN BY PASS CHOURAHA, VILLAGE JHALIPURA KOTA BARAN MAIN HIGHWAY KOTA , Kota Unclassified RJ 325201",RoC-Jaipur,tsagro2017@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058807,BADA NAYA GAON KISAN SAMRUDDHI PRODUCERCOMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-08-17,Rajasthan,1000000,1000000,1100,"Agriculture, hunting and related service activities","C/O MAHAVEER PRASAD BAIRAGI S/O RAM DHAN VILLAGE HINDOLI BUNDI , Bundi Unclassified RJ 323024",RoC-Jaipur,rajveerm860@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058821,SALASHAR BIO PLANTEEC AND ORGANICPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-08-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","ANJANEY COMPLEX, S.H. 61, NEAR GOVT. HOSPITAL, NIMBAHEDA JATAN, BHILWARA , Bhilwara Unclassified RJ 311804",RoC-Jaipur,sbpandorganic@gmail.com,31-03-18,31-03-18
U01100RJ2017PTC058831,ALOD KISAN SAMRUDDHI PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,17-08-17,Rajasthan,10000000,1022000,1100,"Agriculture, hunting and related service activities","C/O BHANWAR SINGH S/O DEVI SINGH VILLAGE HINDOLI BUNDI , Bundi Unclassified RJ 323024",RoC-Jaipur,alodfpo@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058851,FALODI MAA AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-08-17,Rajasthan,1000000,400000,1100,"Agriculture, hunting and related service activities","GULAB TALAI BUS STAND SUNEL JHALAWAR , Jhalawar Unclassified RJ 326513",RoC-Jaipur,jaigopalfillingstation@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC058999,BABA CHATURDAS FARMERS PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,05-09-17,Rajasthan,500000,500000,1100,"Agriculture, hunting and related service activities","KUND ROAD BUS STAND MILAKPUR TEHSIL BEHROR ALWAR , Alwar Unclassified RJ 301701",RoC-Jaipur,rocfillingmailbox@rediffmail.com,NA,NA
U01100RJ2017PTC059074,NAGOUR AGRI FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,14-09-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/O PADMA RAM S/O PARKHA RAM, VILLAGE CHOTI KHATU POST KHATU KHURD, TEHSIL DIDWANA NAGAUR , Nagaur Unclassified RJ 341303",RoC-Jaipur,phagoriyahemendra@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC059079,PIPALDA KHETIHAR AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,14-09-17,Rajasthan,500000,282500,1100,"Agriculture, hunting and related service activities","KHATOLI ROAD ITAWA, PIPALDA KOTA , Kota Unclassified RJ 325004",RoC-Jaipur,pkagro2017@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC059107,SULOCHANA AGRO FARMING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-09-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","Plot No. 48 LAXMI NAGAR, JALORE , Jalore Unclassified RJ 343001",RoC-Jaipur,niranjanrathore21@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC059402,DOUZE AGRI RESEARCH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,01-11-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","KIRAN ZAIDI D/O KAYAM HUSSAIN,ALI FILLING STATION,NEAR POLISH THANA,REODAR SIROHI , Sirohi Unclassified RJ 307514",RoC-Jaipur,douzeagri@yahoo.com,31-03-20,31-03-20
U01100RJ2017PTC059459,URBANWELL AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,09-11-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. 5/173, SFS, AGARWAL FARM MANSAROVAR JAIPUR , Jaipur Unclassified RJ 302020",RoC-Jaipur,krishandeep.singhal@hotmail.com,31-03-20,31-03-20
U01100RJ2017PTC059512,SHREE BANKARE KRIPA AGRO TRADE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,17-11-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C-1 SECOND FLOOR CHANDPOLE ANAJ MANDI, CHANDPOLE JAIPUR , Jaipur Unclassified RJ 302001",RoC-Jaipur,koushaljain0744@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC059554,KAUSHAL KISAN BIO PLANTTEC PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,21-11-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","H. No. 265, TEJAJI KE MANDIR KE SAMNE KHEDLI PHATAK KOTA , Kota Unclassified RJ 324001",RoC-Jaipur,kaushalkisan@yahoo.com,31-03-20,31-03-20
U01100RJ2017PTC059632,SRP HOSPITALITY PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,30-11-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","43, KAMAL UDDHAN KUNHARI KOTA , Kota Unclassified RJ 324008",RoC-Jaipur,pawan89636@gmail.com,31-03-18,31-03-18
U01100RJ2017PTC059771,LAXMIPATI INDUSTRYS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-12-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. 11, KUMAHARI VIHAR, MAL KI DHANI, SANOR, SANGANER JAIPUR , Jaipur Unclassified RJ 302029",RoC-Jaipur,mukeshbagra.bakanad@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC059832,MAHODARI LIVESTOCK AND FARMING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,22-12-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","386/26, RAMGANJ AJMER , Ajmer Unclassified RJ 305001",RoC-Jaipur,leiashiesh@gmail.com,31-03-20,31-03-20
U01100RJ2017PTC059843,ORGAPURE AGRO FOOD PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,26-12-17,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","6, Jai Jawan Colony 1 Tonk Road Jaipur , Jaipur Unclassified RJ 302018",RoC-Jaipur,baljindersharma@hotmail.com,NA,NA
U01100RJ2018PTC059958,OM TRIMURTY AGROTECH PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,05-01-18,Rajasthan,700000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO 135, SULTAN NAGAR, GUJAR KI THADI JAIPUR , Jaipur Unclassified RJ 302018",RoC-Jaipur,nstregal@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC060005,GLARE AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-01-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C/o Balbir Singh Yadav, Ward No. 19, Alwar Road, Behror , Alwar Unclassified RJ 301701",RoC-Jaipur,greenparkpk@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060011,ECCENTRIC AGRARIAN TECHNOSERVE PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,11-01-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","FN. A/18/6, Chinab Apartment Pratap Nagar, Sanganer JAIPUR , Jaipur Unclassified RJ 302033",RoC-Jaipur,mohit_2027@hotmail.com,31-03-20,31-03-20
U01100RJ2018PTC060030,THAMES AGRI RESEARCH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-01-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","107A, Arjun Nagar, Durgapura Jaipur , Jaipur Unclassified RJ 302018",RoC-Jaipur,info.thamesagri@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060069,UDAIPUR INDIGENOUS MILK & VEGETABLEPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-01-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","NADI ROAD AMBAMATA MANDIR KATARA PALDI BADGAON UDAIPUR , Udaipur Unclassified RJ 313011",RoC-Jaipur,dushyant61509@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060114,CHALSI AGRI SEED PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-01-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","9B, DEEPAK COLONY SHEOPUR, PRATAP NAGAR JAIPUR , Jaipur Unclassified RJ 302033",RoC-Jaipur,chalsiagriseed@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060269,NOVANIS INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-02-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","SHOP NO-155 NAI DHAN MANDI SURATGARH , Sriganga Nagar Unclassified RJ 335804",RoC-Jaipur,SUKHVINDERRAI32@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC060277,REBIO SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,21-02-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","R-4, SECTOR NO. 3, VIDHYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302039",RoC-Jaipur,biyani_bgcc@hotmail.com,31-03-20,31-03-20
U01100RJ2018PTC060374,MAX VISION PEST FUMI-TECH INDIA PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,28-02-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","68 G-1, GANESH VIHAR, SIRSI ROAD, SIRSI JHOTWARA JAIPUR , Jaipur Unclassified RJ 302012",RoC-Jaipur,saboomahendra@rediffmail.com,31-03-20,31-03-20
U01100RJ2018PTC060437,MAHI KISAN AGRO PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-03-18,Rajasthan,1000000,110000,1100,"Agriculture, hunting and related service activities","C/O YAKUB KHAN S/O MAJAR MOHAMMAD, H. NO. 4, MOLANA AZAD ROAD, VILLAGE KUSHALGARH, , Banswara Unclassified RJ 327801",RoC-Jaipur,mahikpcl@gmail.com,05-05-18,05-05-18
U01100RJ2018PTC060453,RBC KISAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,08-03-18,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","C/O RAHUL KUMAR S/O KAILASH CHAND YADAV, VILLAGE KOHARI, TEHSIL, BANSUR ALWAR , Alwar Unclassified RJ 301402",RoC-Jaipur,rohitashav.swami@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC060476,OMKARAM PESTICIDES & SEEDS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-03-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","DHARONIYA TEHSIL PIRAWA JHALAWAR , Jhalawar Unclassified RJ 326034",RoC-Jaipur,yogeshbansal04@gmail.com,NA,NA
U01100RJ2018PTC060572,KONICO FARMERSSTOP PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-03-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","B342, MANDIR MOD, VIDHYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302023",RoC-Jaipur,NKBIOTECH@YAHOO.CO.IN,31-03-20,31-03-20
U01100RJ2018PTC060698,BANSUR KISAN PRODUCER COMPANY LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-03-18,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","C/O RAMSWAROOP S/O NAND RAM, VILLAGE BUTERI, POST BUTERI, TEHSIL BANSUR , Alwar Unclassified RJ 301402",RoC-Jaipur,bkpcl@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC060699,MANOHARTHANA AGRI SPOT PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,26-03-18,Rajasthan,1000000,998000,1100,"Agriculture, hunting and related service activities","C/O DIPENDRA KUMAR S/O RAM KISHAN, VILLAGE GURADI, TEHSIL MANOHAR THANA, JHALAWAR , Jhalawar Unclassified RJ 326037",RoC-Jaipur,fpcmanoharthana@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060707,WOODBLOSSOMS AGRO FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-03-18,Rajasthan,500000,100000,1100,"Agriculture, hunting and related service activities","BEHIND SURAJ TALKIES RANI BAZAR BIKANER , Bikaner Unclassified RJ 334001",RoC-Jaipur,aecvisa@yahoo.in,31-03-20,31-03-20
U01100RJ2018PTC060756,SVJ AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,28-03-18,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","POTALIYA BYPASS ROAD KUSHALGARH DISTRICT BANSWARA KUSHALGARH , Banswara Unclassified RJ 327801",RoC-Jaipur,svjagro1@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060888,GANGASHREE ROOP AGRICOM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-04-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. 2/1913 KUDI BHAKTASNI HOUSING BOARD JODHPUR , Jodhpur Unclassified RJ 342001",RoC-Jaipur,jddudi1973@gmail.com,NA,NA
U01100RJ2018PTC060930,DAYANIDHI FARM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-04-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","35, CHOUDHARY CHARAN SINGH NAGAR, JAIPUR , Jaipur Unclassified RJ 302011",RoC-Jaipur,rakeshkumarsharma51288@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC060991,SHRI VRINDAVANESHWAR AGROTECH PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,20-04-18,Rajasthan,6500000,6200000,1100,"Agriculture, hunting and related service activities","127 PRATAP NAGAR VAISHALI NAGAR KHATIPURA ROAD JAIPUR , Jaipur Unclassified RJ 302021",RoC-Jaipur,utkarshbaweja@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC061154,GARDEN BUCKET VEGETABLE PRODUCTS PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,08-05-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F N. 203-D, P N. 203, MOTI VIHAR PANCHYAWALA JAIPUR , Jaipur Unclassified RJ 302034",RoC-Jaipur,dheerchoudhary21@gmail.com,NA,NA
U01100RJ2018PTC061446,MASSIVE FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-06-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","2339, RAM LALA JI KA RASTA JOHARI BAZAAR JAIPUR , Jaipur Unclassified RJ 302003",RoC-Jaipur,rajesh.jain@kgkinfra.in,31-03-20,31-03-20
U01100RJ2018PTC061500,DINDOR FARM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-06-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","S/O BHUWAN JI, 7-B, DAK BANGLO ROAD PRATAPGARH , Udaipur Unclassified RJ 312605",RoC-Jaipur,dindorfarm@gamil.com,31-03-20,31-03-20
U01100RJ2018PTC061533,DIWAK MATA FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,13-06-18,Rajasthan,1500000,627100,1100,"Agriculture, hunting and related service activities","C/O KISHAN LAL AAMLI KHORA PRATAPGARH , Chittorgarh Unclassified RJ 312616",RoC-Jaipur,CAROHITMUNDRA@GMAIL.COM,31-03-20,31-03-20
U01100RJ2018PTC061538,JSS HIPERJOINT TISSUECULTURE PRIVATELIMITED,Under Process of Striking off,Private,Company limited by Shares,Non-govt company,13-06-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","SUFIYA NAGAR,BHIYASAR, TAUSAR NAGAUR NAGAUR , Nagaur Unclassified RJ 341001",RoC-Jaipur,kishansainijodhpur@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC061554,SARWA KISAN AGRO PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-18,Rajasthan,1000000,140000,1100,"Agriculture, hunting and related service activities","C/O HAKRU MAIDA S/O HADIYA MAIDA, VILLAGE NALWAI, POST CHHOTI SARWA, TEHSIL KUSHALGARH , Banswara Unclassified RJ 327108",RoC-Jaipur,dr.rajverma03@gmail.com,NA,NA
U01100RJ2018PTC061557,ALVARITA DAIRY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,15-06-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","PLOT NO. 30-A, VISHVESHVARIYA NAGAR GOPALPURA BYPASS JAIPUR , Jaipur Unclassified RJ 302018",RoC-Jaipur,carahulvijayvargia@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC061585,ALVARITA EDU SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-06-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","69A, CHURCH ROAD, JAMES COLONY NAYA KHEDA, SECTOR -3, VIDHYADHAR NAGAR JAIPUR , Jaipur Unclassified RJ 302039",RoC-Jaipur,carahulvijayvargia@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC061656,SVC CARGO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-06-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","S-3 2ND FLOOR GOVINDAM COMPLEX S C ROAD JAIPUR , Jaipur Unclassified RJ 302001",RoC-Jaipur,saboomahendra@rediffmail.com,31-03-20,31-03-20
U01100RJ2018PTC061697,CITIPEARL AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-07-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","106, 1st FLOOR, ARAVALI COMPLEX, PIPRALI ROAD, SIKAR, , Sikar Unclassified RJ 332001",RoC-Jaipur,sunilkch1984@gmail.com,NA,NA
U01100RJ2018PTC061721,ZIPPORAH AGRO FOOD PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-07-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","J-1-190, 1ST FLOOR PHASE-I, SANGA JODHPUR , Jaipur Unclassified RJ 342013",RoC-Jaipur,lawrancechristopher@gmail.com,NA,NA
U01100RJ2018PTC061835,JUWADO FARMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-07-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","C / O Hira Ram, Wriga, Ram Manglu Ki Beri BARMER , Barmer Unclassified RJ 344031",RoC-Jaipur,sharwanbhadu@gmail.com,31-03-19,31-03-19
U01100RJ2018PTC061996,DAYMA VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-08-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","VILLAGE: THANWALA DIST. NAGAUR NAGAUR , Nagaur Unclassified RJ 305026",RoC-Jaipur,daymaventures@gmail.com,NA,NA
U01100RJ2018PTC062031,NAJAM EGGS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,16-08-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","S/o Vajeer Khan, Jitani Talai ka Rasta Behind Power House, Sikar Road,Vpo Dhod SIKAR , Sikar Unclassified RJ 332002",RoC-Jaipur,taufiqmohammad359@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC062175,KUNDALA MAHILA FARMER PRODUCER COMPANYLIMITED,Active,Private,Company limited by Shares,Non-govt company,05-09-18,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","C/O SHIV KUMARI W/O HEERA LAL SWAMI, WARD NO. 16, GOPINATH JI KI DHANI, VILLAGE MED, TEH. VIRAT NAGA ALWAR , Alwar Unclassified RJ 303003",RoC-Jaipur,info@loksahbhagisansthan.org,31-03-19,31-03-19
U01100RJ2018PTC062208,SHORELINE ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-09-18,Rajasthan,1000000,100000,1100,"Agriculture, hunting and related service activities","03/01, 2ND FLOOR K.P. PLAZA, GOVIND SAGAR COLONY PALI ROAD, SUMERPUR PALI , Pali Unclassified RJ 306902",RoC-Jaipur,csravitirthani@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC062237,MELIORA SOIL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,11-09-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","F-203, AZAD NAGAR, BHILWARA BHILWARA , Bhilwara Unclassified RJ 311001",RoC-Jaipur,karan.dasot@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC062264,DIGITAL ORGANIC FERTILIZER PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,17-09-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","Shop No. F 220 Shreeram Plaza NEEMRANA , Alwar Unclassified RJ 301705",RoC-Jaipur,greenparkpk@gmail.com,NA,NA
U01100RJ2018PTC062423,GORATAN PRODUCTS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-09-18,Rajasthan,1000000,1000000,1100,"Agriculture, hunting and related service activities","MATRATVA ORGANICS, SHOP NO.45, MAKADWALI ROAD , VAISHALI NAGAR AJMER , Ajmer Unclassified RJ 305001",RoC-Jaipur,gorataninfo@gmail.com,31-03-20,31-03-20
U01100RJ2018PTC062437,TAMESIS AGROBASE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-09-18,Rajasthan,100000,100000,1100,"Agriculture, hunting and related service activities","NATH VYAS S/O JAGNATH NEAR RAM MANDIR BIKANER , Bikaner Unclassified RJ 334001",RoC-Jaipur,raviraypurohit@hotmail.com,31-03-20,31-03-20
